2023-04-20 06:02:14.381 | INFO     | __main__:wb_start:109 - 失败的id:1120
2023-04-20 06:02:14.740 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:14.850 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:15.225 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:15.334 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:15.740 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:15.850 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:16.256 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:16.365 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:16.740 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:16.850 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:22.069 | INFO     | __main__:weibo_accountspider:49 - 请求失败None:Expecting value: line 1 column 1 (char 0)
2023-04-20 06:02:22.100 | INFO     | __main__:wb_start:109 - 失败的id:1126
2023-04-20 06:02:22.100 | INFO     | __main__:wb_start:109 - 失败的id:1126
2023-04-20 06:02:22.522 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:22.522 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:22.631 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:22.631 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:23.037 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:23.037 | INFO     | __main__:wb_start:103 - 更新完成
2023-04-20 06:02:23.147 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:23.147 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 06:02:28.350 | INFO     | __main__:weibo_accountspider:49 - 请求失败None:Expecting value: line 1 column 1 (char 0)
2023-04-20 06:02:28.350 | INFO     | __main__:weibo_accountspider:49 - 请求失败None:Expecting value: line 1 column 1 (char 0)
2023-04-20 06:02:28.381 | INFO     | __main__:wb_start:109 - 失败的id:1129
2023-04-20 06:02:28.381 | INFO     | __main__:wb_start:109 - 失败的id:1129
2023-04-20 06:02:28.381 | INFO     | __main__:wb_start:109 - 失败的id:1129
2023-04-20 09:27:14.569 | INFO     | __main__:wb_start:109 - 失败的id:1120
2023-04-20 09:27:14.975 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 09:27:15.428 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 09:27:15.881 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 09:27:16.334 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
2023-04-20 09:27:16.788 | INFO     | utils.my_mysql_add:insert:230 - 入库成功
